"Health Facility Name","NIN OR HFR","Facility ID","Solar Working Status?",State,District,Block,"Health Facility Type","Mapped Vendor","Top 3 values of Data.facilityCategory.keyword","Open Tickets","Closed Tickets","No of Tickets Logged"
Kurshakati,8342835272,"FAC/2025/0808",Yes,Assam,Kokrajhar,Gossaigaon,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,0,0
Kurubagatti,2814863284,"FAC/2025/4320",Yes,Karnataka,Dharwad,Dharwad,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Kurubgonda,1476677826,"FAC/2025/4866",Yes,Karnataka,Haveri,Haveri,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,0,3,3
Kurubkhelgi,5378275779,"FAC/2025/3934",Yes,Karnataka,Bidar,Bhalki,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Kurud,5115247529,"FAC/2026/10550",Yes,Maharashtra,Gadchiroli,Desaiganj,"Primary Health Center","Devidayal Solar",HEALTH,0,0,0
Kurudihalli,7733666288,"FAC/2026/7348",Yes,Karnataka,Chitradurga,Challakere,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Kuruli,7486722635,"FAC/2026/10610",Yes,Maharashtra,Pune,Shirur,"Sub Center","Selco Solar Light Pvt Ltd",HEALTH,0,0,0
"Kuruli      ",4541388577,"FAC/2026/10500",Yes,Odisha,Koraput,Pottangi,"Sub Center","Onergy Solar",HEALTH,0,0,0
Kuruvatti,8163383642,"FAC/2025/3564",Yes,Karnataka,Vijayanagara,Hadagali,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Kusagur,8276344713,"FAC/2026/7562",Yes,Karnataka,Haveri,Ranibennur,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Kushdhowa,8361773438,"FAC/2025/0136",Yes,Assam,Goalpara,Kushdhowa,"State Dispensary","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,0,0
"Kushtagi Taluka Hospital",3514515141,"FAC/2025/4461",Yes,Karnataka,Koppal,Kushtagi,"Taluka Hospital","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Kushtoli,1114675224,"FAC/2025/0615",Yes,Assam,Marigaon,Laharighat,"Primary Health Center","Renesys Power Systems",HEALTH,0,0,0
Kusnur,2847265747,"FAC/2025/3758",Yes,Karnataka,Kalaburagi,Kalaburagi,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,2,2
Kut,"mg-0189","FAC/2025/1455",Yes,Meghalaya,EastKhasiHills,Mawkynrew,"Health and Wellness Center",ERES,HEALTH,0,0,0
Kuthandahalli,3322778378,"FAC/2026/6936",Yes,Karnataka,Kolar,Mulbagal,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Kutrachuan,1111347538,"FAC/2025/3053",Yes,Odisha,Sambalpur,Kuchinda,"Primary Health Center","Onergy Solar",HEALTH,0,0,0
Kutrukhamar,7745181870,"FAC/2025/3052",Yes,Odisha,Kalahandi,Bhawanipatna,"Sub Center","Onergy Solar",HEALTH,0,1,1
"Kwakeithel Heinou Khongnembi",3817816832,"FAC/2025/1772",Yes,Manipur,ImphalWest,Wangoi,"Health and Wellness Center",MANGAAL,HEALTH,0,1,1
Kwakta,1778362473,"FAC/2026/7187",Yes,Manipur,Bishnupur,Moirang,"Primary Health Center",MANGAAL,HEALTH,0,1,1
Kwatha,8434561687,"FAC/2025/1677",Yes,Manipur,Tengnoupal,Moreh,"Health and Wellness Center",MANGAAL,HEALTH,0,0,0
Kyadgi,1471171312,"FAC/2025/4658",Yes,Karnataka,UttaraKannada,Siddapur,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,0,0,0
Kyadigunte,6585684456,"FAC/2026/7349",Yes,Karnataka,Chitradurga,Challakere,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Kyadiguppa,6422785771,"FAC/2025/3656",Yes,Karnataka,Koppal,Kushtagi,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,1,1
Kyalakonda,4783471263,"FAC/2026/7563",Yes,Karnataka,Haveri,Shiggaon,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Kyasapanahalli,5246688724,"FAC/2025/4234",Yes,Karnataka,Yadgir,Yadgir,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Kyndongtuber,"mg-0063","FAC/2025/1578",Yes,Meghalaya,WestJaintiaHills,Laskein,"Health and Wellness Center",ERES,HEALTH,0,1,1
Kynroh,"mg-0206","FAC/2025/1438",Yes,Meghalaya,Eastkhasihills,Mylliem,"Health and Wellness Center",ERES,HEALTH,0,1,1
"Kynroh Nongbri",17298030813,"FAC/2026/8087",Yes,Meghalaya,EastKhasiHills,Sohiong,Anganwadi,ERES,ANGANWADI,0,0,0
"Kynroh Nonglum",17298030817,"FAC/2026/8097",Yes,Meghalaya,EastKhasiHills,Sohiong,Anganwadi,ERES,ANGANWADI,0,0,0
"Kynroh Shynrang",17298030816,"FAC/2026/8086",Yes,Meghalaya,EastKhasiHills,Sohiong,Anganwadi,ERES,ANGANWADI,0,0,0
Kynsew,"mg-0302","FAC/2025/1342",Yes,Meghalaya,Westkhasihills,Mairang,"Health and Wellness Center",ERES,HEALTH,0,2,2
Kynshi,"mg-0264","FAC/2025/1380",Yes,Meghalaya,WestKhasiHills,Mawthadraishan,"Primary Health Center",ERES,HEALTH,0,0,0
Kyrakatte,4875458616,"FAC/2025/3563",Yes,Karnataka,Vijayanagara,Harapanahalli,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Kyrdem,"mg-0447","FAC/2025/1202",Yes,Meghalaya,RiBhoi,Umsning,"Primary Health Center",ERES,HEALTH,0,1,1
Kyrdemkhla,17298010104,"FAC/2026/8060",Yes,Meghalaya,EastKhasiHills,Laitkroh,Anganwadi,ERES,ANGANWADI,0,0,0
"Kyrdoh B",17298050501,"FAC/2026/8077",Yes,Meghalaya,EastKhasiHills,Mawsynram,Anganwadi,ERES,ANGANWADI,0,0,0
Kyrdum,"mg-0537","FAC/2026/10649",Yes,Meghalaya,WestKhasiHills,Mawshynrut,"Health and Wellness Center",ERES,HEALTH,0,0,0
"L Alpha",6376278724,"FAC/2025/1853",Yes,Manipur,Churachandpur,Samulamlan,"Sub Center","SNL Energy Solutions",HEALTH,0,0,0
Laa,1122381237,"FAC/2026/8741",Yes,"Arunachal Pradesh",Kamle,Puchigeko,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Lachen,IN1110000099,"FAC/2025/2187",Yes,Sikkim,NorthSikkim,Chungthang,"Health and Wellness Center",ERES,HEALTH,0,0,0
"Lad Umrisaiñ",17298030101,"FAC/2026/8068",Yes,Meghalaya,EastKhasiHills,Mawphlang,Anganwadi,ERES,ANGANWADI,0,0,0
Lada,2868527678,"FAC/2026/8508",Yes,"Arunachal Pradesh",EastKameng,Bameng,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Ladchincholi,6415788451,"FAC/2025/3757",Yes,Karnataka,Kalaburagi,Aland,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Ladlapur,2753457874,"FAC/2025/3756",Yes,Karnataka,Kalaburagi,Chittapur,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Ladmulgi,8376158468,"FAC/2025/3755",Yes,Karnataka,Kalaburagi,Aland,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Ladrymbai,"mg-0538","FAC/2026/10650",Yes,Meghalaya,EastJaintiaHills,khliehriat,"Health and Wellness Center",ERES,HEALTH,0,0,0
Lagam,6474875611,"FAC/2026/10551",Yes,Maharashtra,Gadchiroli,Mulchera,"Primary Health Center","Devidayal Solar",HEALTH,0,0,0
Lahavit,1128511431,"FAC/2025/5539",Yes,Maharashtra,Nasik,Nashik,"Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,1,1
Laidaguna,6132721256,"FAC/2025/3049",Yes,Odisha,Sambalpur,Kuchinda,"Sub Center","Onergy Solar",HEALTH,0,1,1
Laii,5231512285,"FAC/2025/1711",Yes,Manipur,Senapati,Paomata,"Primary Health Center",MANGAAL,HEALTH,0,0,0
Lailangpara,5357733483,"FAC/2025/1000",Yes,Assam,Udalguri,Orang,"Sub Center",ERES,HEALTH,0,1,1
"Laipham Khunou",6284635478,"FAC/2025/1813",Yes,Manipur,Imphaleast,Sawombung,"Health and Wellness Center","SNL Energy Solutions",HEALTH,0,2,2
Laipuitlang,7278361477,"FAC/2025/5747",Yes,Mizoram,Aizawl,Tlangnuam,"Health Clinic","Agni Green Power Ltd",HEALTH,0,0,0
Laisawral,8717576766,"FAC/2025/5716",Yes,Mizoram,Lunglei,Bunghmun,"Sub Center","Agni Green Power Ltd",HEALTH,0,0,0
Laitara,6877381668,"FAC/2026/7977",Yes,Odisha,Kalahandi,Koksara,"Ayurvedic Hospital","Onergy Solar",HEALTH,0,0,0
Laitarted,17296010208,"FAC/2026/8106",Yes,Meghalaya,EasternWestKhasiHills,Mairang,Anganwadi,ERES,ANGANWADI,0,0,0
Laitjem,"mg-0539","FAC/2026/10651",Yes,Meghalaya,EastKhasiHills,Mylliem,"Health and Wellness Center",ERES,HEALTH,0,0,0
Laitkseh,"mg-0296","FAC/2025/1348",Yes,Meghalaya,WestKhasiHills,Mawthadraishan,"Health and Wellness Center",ERES,HEALTH,0,0,0
Laitlarem,17298030721,"FAC/2026/8100",Yes,Meghalaya,EastKhasiHills,Sohiong,Anganwadi,ERES,ANGANWADI,0,0,0
Laitlyngkot,"mg-0234","FAC/2025/1410",Yes,Meghalaya,EastKhasiHills,ShellaBholaganj,"Primary Health Center",ERES,HEALTH,0,0,0
"Laitnamlang A",17296040315,"FAC/2026/9029",Yes,Meghalaya,"Eastern West Khasi Hills",Mawthadraishan,Anganwadi,ERES,ANGANWADI,0,0,0
Laitnongkseh,"mg-0344","FAC/2025/1300",Yes,Meghalaya,EastKhasiHills,Sohiong,"Health and Wellness Center",ERES,HEALTH,0,0,0
Laittyra,"mg-0181","FAC/2025/1463",Yes,Meghalaya,EastKhasiHills,ShellaBholaganj,"Health and Wellness Center",ERES,HEALTH,0,0,0
"Lakbak Gongo",4484321858,"FAC/2026/8531",Yes,"Arunachal Pradesh",UpperSubansiri,Baririjo,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Lakhamai,6865782459,"FAC/2026/7188",Yes,Manipur,Senapati,"Phaibung Khullen","Health and Wellness Center","DKK3 Sons",HEALTH,0,1,1
"Lakhampuri Bori",1131811760,"FAC/2025/5591",Yes,Maharashtra,Gadchiroli,Chamorshi,"Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,3,3
Lakhanayakanakoppa,3246486454,"FAC/2025/5899",Yes,Karnataka,Belagavi,Ramdurga,"Health and Wellness Center","Glow Power Technologies",HEALTH,0,0,0
Lakhiganj,4183382466,"FAC/2025/0147",Yes,Assam,Dhubri,Bilasipara,"State Dispensary","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,0,0
Lakhijuri,7121848779,"FAC/2025/0279",Yes,Assam,Golaghat,"Golaghat East","Mini Primary Health Center","GCEP Solar Pvt Ltd",HEALTH,0,0,0
"Lakhipur Block PHC",8662346439,"FAC/2025/0016",Yes,Assam,Goalpara,Lakhipur,"Block Primary Health Center",ERES,HEALTH,0,0,0
"Lakhipur-Patherkandi",1115261842,"FAC/2025/0432",Yes,Assam,Karimganj,Patherkandi,"Primary Health Center",ERES,HEALTH,0,0,0
Lakhora,7348633236,"FAC/2025/0490",Yes,Assam,KamrupMetro,GhyCapitalZone,"State Dispensary",ERES,HEALTH,0,0,0
"Laki SC",LakiSC,"FAC/2025/2474",Yes,Mizoram,Siaha,Siaha,"Sub Center Delivery","Agni Green Power Ltd",HEALTH,0,0,0
Lakkenahalli,8534481422,"FAC/2026/6963",Yes,Karnataka,Tumkur,Gubbi,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Lakkihalli,3832544732,"FAC/2026/7350",Yes,Karnataka,Chitradurga,Hosadurga,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Lakmapur,7248572732,"FAC/2025/3655",Yes,Karnataka,Koppal,Yelburga,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
"Lakshmeshwar C",4725584439,"FAC/2025/3845",Yes,Karnataka,Gadag,Shirhatti,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Lakshmipura,4843728157,"FAC/2025/4257",Yes,Karnataka,Yadgir,Shorapur,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,0,0,0
Lakshmipura,7188134378,"FAC/2026/6994",Yes,Karnataka,Tumkur,Madhugiri,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Lakshmisagar,6171116574,"FAC/2026/7482",Yes,Karnataka,Davanagere,Channagiri,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Lakshmisagara,5335225255,"FAC/2026/6949",Yes,Karnataka,Kolar,Srinivaspur,"Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
"Lakshmisagara Vijapura",7732822387,"FAC/2025/5033",Yes,Karnataka,Chitradurga,Chitradurga,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,0,2,2
Lakshnabari,1621422532,"FAC/2025/0795",Yes,Assam,Kokrajhar,Dotoma,"Mini Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,2,2
Lakya,6534886624,"FAC/2026/6748",Yes,Karnataka,Chikkamagaluru,Chikkamagaluru,"Health and Wellness Center","Solar Hi Tech",HEALTH,0,0,0
Lalanakere,5464582831,"FAC/2026/6367",Yes,Karnataka,Mandya,Nagamangala,"Health and Wellness Center","Solar Hi Tech",HEALTH,0,0,0
"Lallen SC",LallenSC,"FAC/2025/2865",Yes,Mizoram,Mamit,"West Phaileng","Sub Center","Agni Green Power Ltd",HEALTH,0,0,0
Lalmati,17297020521,"FAC/2026/8002",Yes,Meghalaya,RiBhoi,Umling,Anganwadi,ERES,ANGANWADI,0,0,0
"Lalong SC",IN1310000724,"FAC/2025/2094",Yes,Nagaland,Peren,Tening,"Sub Center","Aboriginal Energy",HEALTH,0,0,0
Lalpura,1111762645,"FAC/2025/2277",Yes,Gujarat,Banaskantha,Vav,"Sub Center","Renesys Power Systems",HEALTH,0,0,0
Lalumpam,17297020204,"FAC/2026/8007",Yes,Meghalaya,RiBhoi,Umling,Anganwadi,ERES,ANGANWADI,0,0,0
Lalveng,lalveng,"FAC/2025/5814",Yes,Mizoram,Lunglei,Lunglei,"Health Clinic","Agni Green Power Ltd",HEALTH,0,0,0
Lama,"mg-0540","FAC/2026/10652",Yes,Meghalaya,EastJaintiaHills,khliehriat,"Health and Wellness Center",ERES,HEALTH,0,0,0
Lambui,4281827644,"FAC/2025/1660",Yes,Manipur,Ukhrul,Ukhrul,"Primary Health Center",MANGAAL,HEALTH,0,2,2
"Lamchhip SC",LamchhipSC,"FAC/2025/2677",Yes,Mizoram,Aizawl,Tlangnuam,"Sub Center","Krishna Power Solution",HEALTH,0,1,1
Lamdeng,1264864867,"FAC/2025/1771",Yes,Manipur,ImphalWest,Haorangsabal,"Health and Wellness Center",MANGAAL,HEALTH,0,1,1
Lamherh,lamherh,"FAC/2025/5778",Yes,Mizoram,Saitual,Ngopa,"Health Clinic","Agni Green Power Ltd",HEALTH,0,1,1
"Lamlai Khunou",6447285542,"FAC/2025/1741",Yes,Manipur,Kamjong,Phungyar,"Health and Wellness Center","DKK3 Sons",HEALTH,0,0,0
"Lamlai-Imphal East",7462666863,"FAC/2026/7189",Yes,Manipur,ImphalEast,SawombungCd,"Primary Health Center",MANGAAL,HEALTH,0,0,0
"Lamlang Gate",3774485134,"FAC/2026/7190",Yes,Manipur,Ukhrul,"Khangkhui Khullen","Health and Wellness Center","DKK3 Sons",HEALTH,0,0,0
Lamsa,1373151149,"FAC/2026/8547",Yes,"Arunachal Pradesh",Tirap,Khonsa,"Sub Center","Bharti Sharma",HEALTH,0,0,0
"Lamtaput      ",6846658265,"FAC/2026/10461",Yes,Odisha,Koraput,Lamtaput,"Sub Center","Onergy Solar",HEALTH,0,0,0
Lamzang,6748545578,"FAC/2025/1851",Yes,Manipur,Churachandpur,Samulamlan,"Sub Center","DKK3 Sons",HEALTH,0,1,1
"Lamzawl SC",LamzawlSC,"FAC/2025/2599",Yes,Mizoram,Saitual,Ngopa,"Sub Center","Krishna Power Solution",HEALTH,0,0,0
Lanchin,5654765881,"FAC/2025/0468",Yes,Assam,KarbiAnglong,Howraghat,"Mini Primary Health Center",ERES,HEALTH,0,0,0
"Lanezho SC",IN1310001184,"FAC/2025/2039",Yes,Nagaland,Phek,Phek,"Sub Center","Aboriginal Energy",HEALTH,0,0,0
Langathel,7434572348,"FAC/2026/7191",Yes,Manipur,Thoubal,Thoubal,"Health and Wellness Center","DKK3 Sons",HEALTH,0,0,0
Langja,"mg-0413","FAC/2025/1235",Yes,Meghalaya,WestKhasiHills,Mawshynrut,"Health and Wellness Center",ERES,HEALTH,0,0,0
Langkei,IN1310000656,"FAC/2026/7120",Yes,Nagaland,Mon,Mon,"Sub Center",MANGAAL,HEALTH,0,0,0
"Langmeang SC",IN1310000882,"FAC/2025/6220",Yes,Nagaland,Mon,Aboi,"Sub Center",MANGAAL,HEALTH,0,0,0
Langmeidong,6741873183,"FAC/2025/1747",Yes,Manipur,Kakching,Langmeidong,"Primary Health Center","SNL Energy Solutions",HEALTH,0,0,0
"Langnok SC HWC",IN1310000534,"FAC/2025/6284",Yes,Nagaland,Noklak,Nokhu,"Health and Wellness Center","A and D Solar",HEALTH,0,0,0
"Langol Tarung",3446577813,"FAC/2025/1770",Yes,Manipur,Imphalwest,"Imphal West","Urban Primary Health Center","DKK3 Sons",HEALTH,0,1,1
Langpih,17296030523,"FAC/2026/8115",Yes,Meghalaya,WestKhasiHills,Mawshynrut,Anganwadi,ERES,ANGANWADI,0,0,0
"Langth-Loth",1263748442,"FAC/2026/8704",Yes,"Arunachal Pradesh",KurungKumey,Nyapin,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Langting,6834837129,"FAC/2025/0499",Yes,Assam,DimaHasao,DiyangValley,"Block Primary Health Center",ERES,HEALTH,0,0,0
Langtor,"mg-0254","FAC/2025/1390",Yes,Meghalaya,WestKhasiHills,Mairang,"Health and Wellness Center",ERES,HEALTH,0,0,0
Lanjigarh,1544648767,"FAC/2025/3048",Yes,Odisha,Kalahandi,Lanjigarh,"Community Health Center","Balaji Solar Systems",HEALTH,0,0,0
"Lanjigarh Road PHC",7281115613,"FAC/2025/3047",Yes,Odisha,Kalahandi,Lanjigarh,"Primary Health Center","Balaji Solar Systems",HEALTH,0,2,2
"Lanka B",7368473166,"FAC/2025/0621",Yes,Assam,Hojai,Lanka,"Block Primary Health Center","Renesys Power Systems",HEALTH,0,0,0
Lanke,7832378611,"FAC/2026/7606",Yes,Karnataka,Mysuru,"H D Kote","Health and Wellness Center","Sukruthi Innovations",HEALTH,0,0,0
Laodonga,7467658261,"FAC/2025/0782",Yes,Assam,Kokrajhar,Dotoma,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,2,2
Laokhowa,8516875476,"FAC/2025/0573",Yes,Assam,Nagaon,Laokhowa,"Subsidiary Health Center","Renesys Power Systems",HEALTH,0,1,1
Laokhun,IN1310000698,"FAC/2026/7122",Yes,Nagaland,Mon,Tizit,"Sub Center",MANGAAL,HEALTH,0,0,0
"Laphupat Tera",5554615228,"FAC/2025/1769",Yes,Manipur,ImphalWest,Wangoi,"Health and Wellness Center",MANGAAL,HEALTH,0,1,1
Larkuchi,1124114578,"FAC/2025/0058",Yes,Assam,Nalbari,Barkhetri,"Mini Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,0,0
"Larnai B",17299050422,"FAC/2026/8051",Yes,Meghalaya,WestJaintiaHills,Thadlaskein,Anganwadi,ERES,ANGANWADI,0,0,0
Larong,2568688325,"FAC/2025/1879",Yes,Manipur,Chandel,Chandel,"Health and Wellness Center",MANGAAL,HEALTH,0,0,0
"Latawh-Laty SC",LatawhSC,"FAC/2025/2652",Yes,Mizoram,Siaha,Tuipang,"Sub Center","Agni Green Power Ltd",HEALTH,0,0,0
Lathao,1755252176,"FAC/2026/8752",Yes,"Arunachal Pradesh",Namsai,Namsai,"Primary Health Center","Bharti Sharma",HEALTH,0,0,0
"Lathiaguda      ",4516525310,"FAC/2026/10427",Yes,Odisha,Koraput,Kotpad,"Sub Center","Onergy Solar",HEALTH,0,0,0
Latibari,8353785424,"FAC/2025/0884",Yes,Assam,Baksa,Tamulpur,"Sub Center",ERES,HEALTH,0,0,0
Latima,1114721663,"FAC/2025/0092",Yes,Assam,Nalbari,BarigogBanbang,"Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,0,0,0
Latrigre,17671010518,"FAC/2026/8172",Yes,Meghalaya,SouthWestGaroHills,Betasing,Anganwadi,ERES,ANGANWADI,0,0,0
Latu,8853675638,"FAC/2025/0449",Yes,Assam,Karimganj,Girishgand,"Mini Primary Health Center",ERES,HEALTH,0,0,0
"Laudi      ",3788183253,"FAC/2026/10542",Yes,Odisha,Koraput,Pottangi,"Sub Center","Onergy Solar",HEALTH,0,0,0
Lautul,7681886557,"FAC/2026/8401",Yes,"Arunachal Pradesh",Anjaw,Hawai,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Lavana,6856185878,"FAC/2025/2338",Yes,Gujarat,Banaskantha,Lakhani,"Primary Health Center","Renesys Power Systems",HEALTH,0,0,0
"Lavana One",8483242536,"FAC/2025/2337",Yes,Gujarat,Banaskantha,Lakhani,"Sub Center","Renesys Power Systems",HEALTH,0,0,0
"Lavana Two",1111746267,"FAC/2025/2336",Yes,Gujarat,Banaskantha,Lakhani,"Sub Center","Renesys Power Systems",HEALTH,0,0,0
"Lawbah HWC","mg-0237","FAC/2025/1407",Yes,Meghalaya,EastKhasiHills,Mawsynram,"Health and Wellness Center",ERES,HEALTH,0,0,0
"Lawbah PHC","mg-0278","FAC/2025/1366",Yes,Meghalaya,EastKhasiHills,Mawsynram,"Primary Health Center",ERES,HEALTH,0,0,0
"Lawbyrtun A",17296040307,"FAC/2026/9028",Yes,Meghalaya,"Eastern West Khasi Hills",Mawthadraishan,Anganwadi,ERES,ANGANWADI,0,0,0
"Lawipu SC",LawipuSC,"FAC/2025/2564",Yes,Mizoram,Aizawl,Tlangnuam,"Sub Center","Agni Green Power Ltd",HEALTH,0,0,0
"Lawipu UPHC",LawipuUPHC,"FAC/2025/2614",Yes,Mizoram,Aizawl,Tlangnuam,"Urban Primary Health Center","Krishna Power Solution",HEALTH,0,0,0
Lawmei,"mg-0191","FAC/2025/1453",Yes,Meghalaya,Eastkhasihills,Mylliem,"Health and Wellness Center",ERES,HEALTH,0,1,1
"Lawngban-Pala SC",LawngbanSC,"FAC/2025/2473",Yes,Mizoram,Siaha,Tipa,"Sub Center Delivery","Agni Green Power Ltd",HEALTH,0,0,0
"Lawngpuighat PHC",LawngpuighatPHC,"FAC/2025/2489",Yes,Mizoram,Lawngtlai,Chawngte,"Primary Health Center","Agni Green Power Ltd",HEALTH,0,1,1
"Lawngpuighat SC",LawngpuighatSC,"FAC/2025/2477",Yes,Mizoram,Lawngtlai,Chawngte,"Sub Center Delivery","Agni Green Power Ltd",HEALTH,0,1,1
"Lawngtlai College Veng",LawngtlaiCollegeVeng,"FAC/2025/2476",Yes,Mizoram,Lawngtlai,Lawngtlai,"Sub Center","Agni Green Power Ltd",HEALTH,0,1,1
Lawnu,1721176251,"FAC/2026/8527",Yes,"Arunachal Pradesh",Longding,Lawnu,"Primary Health Center","Bharti Sharma",HEALTH,0,0,0
Lawsohtun,"mg-0248","FAC/2025/1396",Yes,Meghalaya,EastKhasiHills,Mylliem,"Health and Wellness Center",ERES,HEALTH,0,0,0
Laxmicamp,8223757777,"FAC/2025/5295",Yes,Karnataka,Raichur,Sindhanur,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,0,3,3
Lazu,4286423647,"FAC/2026/8605",Yes,"Arunachal Pradesh",Tirap,Lazu,"Primary Health Center","Bharti Sharma",HEALTH,0,0,0
Lebri,5551471161,"FAC/2026/8476",Yes,"Arunachal Pradesh",UpperSubansiri,Baririjo,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Ledo,2843353836,"FAC/2025/0293",Yes,Assam,Tinsukia,Ketetong,"Mini Primary Health Center","GCEP Solar Pvt Ltd",HEALTH,0,0,0
Ledum,3324445836,"FAC/2026/8591",Yes,"Arunachal Pradesh",EastSiang,Ruksin,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Legship,IN1110000048,"FAC/2025/2239",Yes,Sikkim,Gyalshing,Geyzingomchung,"Health and Wellness Center",ERES,HEALTH,0,1,1
"Leibi-Langkhongching",4854835412,"FAC/2026/7192",Yes,Manipur,Tengnoupal,Moreh,"Health and Wellness Center","DKK3 Sons",HEALTH,0,0,0
Leimakhong,1656126719,"FAC/2026/7193",Yes,Manipur,Kangpokpi,"Kangchup Geljang","Health and Wellness Center","DKK3 Sons",HEALTH,0,0,0
Leimapokpam,2587815487,"FAC/2025/1890",Yes,Manipur,Bishnupur,Bishnupur,"Primary Health Center","DKK3 Sons",HEALTH,0,1,1
Leimaram,7386253830,"FAC/2026/7194",Yes,Manipur,Bishnupur,Nambol,"Health and Wellness Center",MANGAAL,HEALTH,0,0,0
Leingangching,1482385380,"FAC/2025/1878",Yes,Manipur,Chandel,Chandel,"Health and Wellness Center",MANGAAL,HEALTH,0,0,0
"Leirongthel Malom",4645283765,"FAC/2026/7195",Yes,Manipur,Thoubal,Thoubal,"Health and Wellness Center","SNL Energy Solutions",HEALTH,0,0,0
"Leirongthel Pitra",8875432174,"FAC/2026/7196",Yes,Manipur,Thoubal,Thoubal,"Health and Wellness Center","SNL Energy Solutions",HEALTH,0,0,0
Leisangthem,8338616850,"FAC/2025/1669",Yes,Manipur,Thoubal,Thoubal,"Primary Health Center","SNL Energy Solutions",HEALTH,0,1,1
"Leite SC",LeiteSC,"FAC/2025/2522",Yes,Mizoram,Hnahthial,Hnahthial,"Sub Center","Agni Green Power Ltd",HEALTH,0,0,0
Leithum,leithum,"FAC/2025/5755",Yes,Mizoram,Champhai,Champhai,"Health Clinic","Agni Green Power Ltd",HEALTH,0,1,1
Lelad,"mg-0160","FAC/2025/1483",Yes,Meghalaya,EastJaintiaHills,Saipung,"Health and Wellness Center",ERES,HEALTH,0,1,1
Lemberdung,4432562884,"FAC/2026/8492",Yes,"Arunachal Pradesh",Tawang,Tawang,"Sub Center","Bharti Sharma",HEALTH,0,0,0
Lempluh,"mg-0192","FAC/2025/1452",Yes,Meghalaya,EastKhasiHills,Mawphlang,"Health and Wellness Center",ERES,HEALTH,0,0,0
"Len Pdengshnong",17298030424,"FAC/2026/8093",Yes,Meghalaya,EastKhasiHills,Sohiong,Anganwadi,ERES,ANGANWADI,0,0,0
"Lenchim SC",LenchimSC,"FAC/2025/2592",Yes,Mizoram,Saitual,Phullen,"Sub Center","Krishna Power Solution",HEALTH,0,0,0
"Lendrimaliguda      ",8446272240,"FAC/2026/10412",Yes,Odisha,Koraput,Koraput,"Sub Center","Onergy Solar",HEALTH,0,0,0
"Leng SC",LengSC,"FAC/2025/2746",Yes,Mizoram,Serchhip,"East lungdar","Sub Center","Agni Green Power Ltd",HEALTH,0,0,0
